key,press_time,release_time,dwell_time,flight_time
s,0.0,66.2,66.2,0.0
e,170.4,223.9,53.5,104.2
c,421.03,517.58,96.55,197.13
u,673.05,746.67,73.62,155.47
r,832.95,915.69,82.73,86.28
e,989.95,1134.91,144.96,74.26
p,1216.5,1319.51,103.01,81.6
a,1425.52,1525.36,99.84,106.01
s,1679.41,1763.68,84.27,154.05
s,1879.19,1978.86,99.67,115.51
w,2116.25,2192.61,76.35,137.4
o,2304.79,2385.58,80.79,112.18
r,2473.73,2585.37,111.64,88.15
d,2716.73,2842.86,126.14,131.36
1,2974.49,3094.46,119.98,131.62
2,3211.61,3326.52,114.9,117.15
3,3440.81,3546.48,105.67,114.29
