key,press_time,release_time,dwell_time,flight_time
s,0.0,49.32,49.32,0.0
e,153.44,239.42,85.98,104.12
c,353.87,398.57,44.7,114.45
u,513.36,607.61,94.26,114.78
r,721.96,839.05,117.08,114.35
e,892.3,999.06,106.76,53.25
p,1064.54,1141.01,76.47,65.49
a,1204.84,1325.3,120.46,63.83
s,1394.0,1466.91,72.92,68.69
s,1537.62,1643.02,105.4,70.71
w,1742.78,1832.13,89.35,99.76
o,1910.93,2015.33,104.41,78.79
r,2094.09,2205.93,111.84,78.75
d,2293.82,2377.86,84.03,87.9
1,2490.64,2568.56,77.92,112.78
2,2658.01,2750.65,92.63,89.45
3,2866.97,2980.02,113.05,116.33
