key,press_time,release_time,dwell_time,flight_time
s,0.0,64.83,64.83,0.0
e,147.42,211.63,64.21,82.59
c,288.08,342.98,54.91,76.45
u,436.61,495.84,59.23,93.62
r,583.21,646.22,63.0,87.38
e,741.92,792.39,50.48,95.7
p,872.45,953.02,80.57,80.06
a,1017.14,1100.15,83.01,64.12
s,1195.18,1251.96,56.78,95.03
s,1357.75,1406.18,48.43,105.79
w,1525.6,1598.12,72.52,119.42
o,1680.57,1748.94,68.36,82.45
r,1838.1,1921.13,83.03,89.16
d,1992.89,2032.89,40.0,71.75
1,2114.64,2213.49,98.85,81.76
2,2308.19,2390.61,82.42,94.7
3,2497.73,2575.84,78.11,107.12
