key,press_time,release_time,dwell_time,flight_time
s,0.0,210.98,210.98,0.0
e,347.35,565.82,218.47,136.37
c,780.75,933.6,152.85,214.93
u,1169.69,1426.03,256.34,236.1
r,1566.04,1770.65,204.61,140.01
e,2042.61,2289.82,247.21,271.96
p,2531.31,2732.01,200.7,241.48
a,2921.63,3058.82,137.19,189.61
s,3128.79,3246.31,117.52,69.97
s,3516.14,3682.24,166.1,269.84
w,3922.95,4120.68,197.73,240.71
o,4262.87,4518.85,255.98,142.19
r,4711.81,4908.55,196.73,192.96
d,5125.85,5259.34,133.49,217.3
1,5370.09,5521.49,151.4,110.75
2,5746.73,5964.8,218.08,225.24
3,6113.79,6354.82,241.03,148.99
