key,press_time,release_time,dwell_time,flight_time
s,0.0,233.18,233.18,0.0
e,380.82,477.91,97.09,147.64
c,583.02,699.63,116.61,105.11
u,875.11,1017.41,142.3,175.48
r,1185.95,1349.53,163.58,168.54
e,1481.82,1647.43,165.61,132.29
p,1805.45,2100.57,295.12,158.02
a,2275.64,2472.24,196.59,175.07
s,2641.55,2855.36,213.82,169.31
s,3032.75,3097.97,65.22,177.39
w,3231.02,3411.2,180.18,133.06
o,3565.57,3666.55,100.98,154.36
r,3781.58,3900.26,118.68,115.03
d,4068.86,4256.6,187.74,168.6
1,4421.25,4663.53,242.28,164.65
2,4873.8,5077.84,204.04,210.27
3,5167.26,5368.42,201.15,89.42
