key,press_time,release_time,dwell_time,flight_time
s,0.0,60.3,60.3,0.0
e,110.72,193.94,83.22,50.42
c,249.62,326.41,76.79,55.67
u,383.47,439.8,56.34,57.06
r,509.76,593.49,83.73,69.96
e,674.77,751.96,77.19,81.28
p,836.33,931.23,94.9,84.37
a,1018.27,1106.8,88.53,87.04
s,1184.45,1263.31,78.86,77.64
s,1355.45,1426.03,70.58,92.14
w,1508.26,1579.49,71.23,82.24
o,1648.71,1717.8,69.09,69.21
r,1801.8,1883.52,81.72,84.0
d,1937.93,2008.27,70.33,54.41
1,2083.07,2171.8,88.73,74.8
2,2244.65,2327.77,83.12,72.86
3,2416.31,2514.38,98.07,88.54
