key,press_time,release_time,dwell_time,flight_time
s,0.0,94.77,94.77,0.0
e,119.77,191.15,71.39,25.0
c,312.41,403.27,90.86,121.26
u,451.01,530.79,79.78,47.74
r,651.63,749.57,97.94,120.84
e,822.96,892.64,69.68,73.39
p,970.06,1062.23,92.17,77.42
a,1149.64,1213.7,64.06,87.41
s,1272.97,1315.41,42.44,59.26
s,1355.24,1447.4,92.17,39.83
w,1481.46,1564.9,83.44,34.06
o,1659.24,1732.12,72.88,94.33
r,1817.25,1892.26,75.0,85.13
d,1955.77,2013.5,57.73,63.51
1,2073.04,2153.99,80.95,59.54
2,2248.79,2344.13,95.34,94.8
3,2412.68,2523.03,110.35,68.55
