key,press_time,release_time,dwell_time,flight_time
s,0.0,106.47,106.47,0.0
e,261.44,367.0,105.56,154.97
c,512.44,642.01,129.57,145.44
u,777.56,892.81,115.26,135.54
r,972.52,1073.09,100.57,79.71
e,1204.32,1338.81,134.49,131.23
p,1476.44,1635.82,159.37,137.63
a,1732.08,1824.04,91.97,96.26
s,1967.59,2060.57,92.99,143.54
s,2193.95,2285.6,91.65,133.38
w,2423.23,2553.08,129.85,137.63
o,2668.0,2785.09,117.09,114.92
r,2953.11,3060.73,107.62,168.01
d,3184.04,3267.79,83.75,123.31
1,3366.37,3495.98,129.61,98.59
2,3627.28,3785.52,158.24,131.31
3,3961.36,4117.33,155.97,175.84
