key,press_time,release_time,dwell_time,flight_time
s,0.0,92.72,92.72,0.0
e,259.7,330.91,71.2,166.98
c,407.86,537.14,129.28,76.96
u,660.85,751.42,90.57,123.71
r,824.57,914.28,89.71,73.15
e,1018.76,1176.33,157.57,104.49
p,1266.97,1352.22,85.25,90.64
a,1480.82,1598.37,117.56,128.59
s,1692.99,1756.59,63.61,94.61
s,1868.14,1963.35,95.21,111.54
w,2054.22,2117.37,63.15,90.88
o,2214.68,2294.89,80.21,97.31
r,2411.9,2521.88,109.98,117.01
d,2597.73,2655.01,57.28,75.85
1,2757.55,2882.34,124.8,102.54
2,2938.41,3049.66,111.25,56.07
3,3153.46,3275.44,121.97,103.8
