key,press_time,release_time,dwell_time,flight_time
s,0.0,98.63,98.63,0.0
e,217.53,361.76,144.22,118.9
c,438.54,524.13,85.59,76.78
u,638.59,766.97,128.39,114.45
r,925.04,1049.67,124.63,158.06
e,1201.25,1286.88,85.63,151.58
p,1383.81,1496.76,112.95,96.93
a,1628.32,1763.17,134.85,131.56
s,1871.62,2003.5,131.89,108.45
s,2127.54,2240.63,113.09,124.04
w,2371.23,2440.52,69.29,130.6
o,2551.07,2670.67,119.6,110.55
r,2752.84,2886.82,133.97,82.18
d,3000.64,3061.55,60.91,113.83
1,3141.76,3293.99,152.22,80.21
2,3399.96,3495.86,95.9,105.98
3,3684.95,3820.07,135.11,189.09
