key,press_time,release_time,dwell_time,flight_time
s,0.0,144.06,144.06,0.0
e,405.9,577.32,171.43,261.84
c,681.61,857.01,175.4,104.28
u,960.83,1088.18,127.35,103.82
r,1228.35,1317.26,88.91,140.17
e,1437.04,1566.76,129.72,119.78
p,1796.9,1921.81,124.91,230.15
a,1999.42,2146.61,147.2,77.61
s,2292.05,2385.08,93.04,145.43
s,2497.9,2605.7,107.79,112.82
w,2771.0,2889.71,118.71,165.3
o,3063.35,3189.86,126.51,173.63
r,3341.84,3473.05,131.21,151.98
d,3666.46,3743.85,77.38,193.42
1,3891.22,4010.85,119.63,147.37
2,4157.29,4291.85,134.56,146.44
3,4420.96,4578.75,157.8,129.11
