key,press_time,release_time,dwell_time,flight_time
s,0.0,134.88,134.88,0.0
e,263.25,373.97,110.72,128.38
c,511.18,631.99,120.81,137.21
u,755.18,864.48,109.3,123.19
r,992.25,1077.4,85.14,127.78
e,1188.54,1263.18,74.64,111.14
p,1367.58,1529.51,161.93,104.4
a,1674.63,1771.62,96.98,145.12
s,1943.7,1999.76,56.05,172.09
s,2105.07,2247.48,142.41,105.31
w,2468.96,2591.11,122.14,221.48
o,2713.66,2832.06,118.4,122.55
r,2968.49,3081.54,113.05,136.43
d,3118.36,3185.57,67.22,36.81
1,3313.07,3470.97,157.9,127.5
2,3563.66,3674.69,111.03,92.69
3,3822.42,3996.13,173.71,147.73
