key,press_time,release_time,dwell_time,flight_time
s,0.0,130.9,130.9,0.0
e,242.5,332.19,89.69,111.59
c,471.39,565.46,94.08,139.2
u,652.5,873.16,220.66,87.04
r,1055.99,1222.92,166.93,182.84
e,1502.38,1554.0,51.62,279.46
p,1681.17,1722.3,41.12,127.17
a,1805.3,1929.75,124.45,83.01
s,2021.08,2133.24,112.16,91.34
s,2298.12,2342.33,44.21,164.87
w,2523.69,2626.82,103.13,181.37
o,2788.54,2849.79,61.25,161.71
r,2888.2,2987.04,98.84,38.42
d,3172.76,3382.05,209.29,185.72
1,3572.09,3883.61,311.52,190.03
2,4056.35,4209.09,152.74,172.75
3,4316.53,4512.89,196.36,107.44
