key,press_time,release_time,dwell_time,flight_time
s,0.0,90.93,90.93,0.0
e,180.44,293.14,112.7,89.51
c,336.22,420.28,84.06,43.08
u,500.46,603.01,102.55,80.18
r,668.92,754.21,85.29,65.9
e,858.75,950.62,91.87,104.54
p,1045.62,1143.55,97.93,95.0
a,1205.67,1296.56,90.88,62.13
s,1426.26,1495.42,69.15,129.71
s,1588.91,1692.63,103.73,93.49
w,1739.31,1866.2,126.89,46.67
o,1958.34,2031.48,73.14,92.14
r,2181.05,2260.22,79.17,149.57
d,2399.91,2515.66,115.75,139.69
1,2620.69,2755.32,134.64,105.03
2,2874.68,2992.29,117.61,119.36
3,3109.74,3221.14,111.4,117.45
