key,press_time,release_time,dwell_time,flight_time
s,0.0,88.58,88.58,0.0
e,173.35,250.19,76.84,84.78
c,357.24,437.76,80.52,107.04
u,495.03,574.29,79.26,57.27
r,657.4,769.39,112.0,83.11
e,859.74,920.18,60.44,90.35
p,989.58,1064.7,75.12,69.39
a,1144.03,1239.54,95.51,79.33
s,1361.54,1474.58,113.04,122.0
s,1544.85,1626.04,81.19,70.27
w,1702.65,1783.27,80.62,76.61
o,1872.23,1948.71,76.48,88.96
r,2002.38,2087.17,84.79,53.66
d,2207.03,2283.08,76.05,119.86
1,2347.7,2435.64,87.94,64.62
2,2475.47,2580.75,105.28,39.82
3,2702.61,2790.34,87.73,121.86
