key,press_time,release_time,dwell_time,flight_time
s,0.0,76.99,76.99,0.0
e,141.93,228.25,86.32,64.94
c,322.75,411.99,89.24,94.49
u,531.42,588.67,57.26,119.43
r,704.17,807.82,103.64,115.5
e,919.7,1031.06,111.37,111.88
p,1114.05,1187.66,73.61,82.99
a,1247.0,1342.76,95.76,59.34
s,1439.24,1508.29,69.05,96.48
s,1634.08,1724.91,90.83,125.79
w,1804.27,1900.36,96.09,79.36
o,1974.82,2032.86,58.04,74.46
r,2124.55,2198.63,74.08,91.69
d,2348.48,2451.23,102.75,149.85
1,2542.04,2636.41,94.36,90.81
2,2733.59,2842.27,108.68,97.18
3,2913.8,3050.47,136.66,71.53
