key,press_time,release_time,dwell_time,flight_time
s,0.0,56.25,56.25,0.0
e,97.52,165.99,68.47,41.27
c,270.26,356.37,86.11,104.28
u,409.5,490.89,81.39,53.12
r,551.71,602.33,50.63,60.82
e,659.52,711.85,52.33,57.19
p,807.69,885.09,77.39,95.84
a,987.7,1054.39,66.69,102.61
s,1117.02,1177.9,60.88,62.64
s,1256.4,1329.87,73.47,78.5
w,1414.04,1489.74,75.7,84.17
o,1549.27,1608.97,59.7,59.52
r,1676.47,1763.81,87.35,67.5
d,1875.63,1946.25,70.62,111.82
1,2041.72,2098.76,57.04,95.47
2,2172.7,2287.3,114.6,73.94
3,2353.58,2461.88,108.3,66.28
