key,press_time,release_time,dwell_time,flight_time
s,0.0,82.24,82.24,0.0
e,140.77,280.57,139.8,58.53
c,329.48,472.09,142.62,48.91
u,565.24,716.76,151.52,93.15
r,843.9,1047.0,203.1,127.14
e,1224.69,1380.54,155.85,177.69
p,1419.1,1577.65,158.56,38.56
a,1722.33,1798.36,76.03,144.67
s,1823.36,2032.68,209.33,25.0
s,2251.3,2367.42,116.11,218.62
w,2559.05,2627.19,68.15,191.63
o,2749.83,2879.87,130.04,122.64
r,3129.64,3221.49,91.85,249.76
d,3344.28,3541.13,196.85,122.79
1,3782.53,3976.35,193.83,241.4
2,4023.75,4141.79,118.04,47.4
3,4291.19,4457.99,166.8,149.4
