key,press_time,release_time,dwell_time,flight_time
s,0.0,130.26,130.26,0.0
e,325.78,452.71,126.94,195.52
c,614.56,774.04,159.48,161.85
u,939.6,1117.75,178.15,165.55
r,1259.8,1378.41,118.61,142.05
e,1496.92,1676.39,179.47,118.51
p,1791.3,1950.15,158.85,114.91
a,2140.5,2331.05,190.56,190.35
s,2561.59,2691.96,130.37,230.54
s,2857.45,3012.64,155.19,165.49
w,3157.64,3338.35,180.71,145.0
o,3507.96,3682.86,174.9,169.62
r,3764.98,3984.88,219.9,82.12
d,4207.74,4349.08,141.34,222.86
1,4552.07,4740.7,188.64,202.99
2,4940.51,5138.83,198.32,199.81
3,5284.12,5431.18,147.06,145.29
