key,press_time,release_time,dwell_time,flight_time
s,0.0,127.29,127.29,0.0
e,218.01,364.85,146.84,90.72
c,480.21,537.45,57.24,115.36
u,632.16,715.26,83.1,94.71
r,804.44,940.19,135.76,89.18
e,1054.73,1183.04,128.31,114.54
p,1308.48,1450.16,141.67,125.44
a,1571.6,1665.52,93.92,121.44
s,1805.57,1923.76,118.19,140.06
s,2070.88,2184.09,113.21,147.11
w,2279.62,2390.88,111.26,95.53
o,2537.07,2667.78,130.71,146.2
r,2831.19,2934.44,103.24,163.41
d,3034.83,3175.29,140.46,100.39
1,3337.97,3444.74,106.77,162.68
2,3539.17,3692.46,153.29,94.43
3,3851.21,3989.92,138.71,158.75
