key,press_time,release_time,dwell_time,flight_time
s,0.0,67.33,67.33,0.0
e,154.78,213.26,58.48,87.45
c,263.1,307.84,44.74,49.84
u,378.35,451.75,73.4,70.51
r,534.18,639.42,105.24,82.43
e,731.0,824.17,93.17,91.58
p,899.64,981.38,81.74,75.47
a,1072.87,1135.56,62.69,91.5
s,1208.28,1272.11,63.84,72.72
s,1354.36,1411.85,57.49,82.25
w,1515.07,1562.82,47.75,103.22
o,1641.27,1708.23,66.95,78.45
r,1772.54,1854.98,82.45,64.31
d,1921.78,2000.64,78.85,66.8
1,2092.65,2182.33,89.68,92.01
2,2253.45,2360.17,106.72,71.12
3,2446.72,2535.66,88.94,86.56
