key,press_time,release_time,dwell_time,flight_time
s,0.0,161.28,161.28,0.0
e,367.99,474.79,106.8,206.71
c,627.79,856.26,228.46,153.0
u,1169.7,1318.2,148.5,313.44
r,1428.67,1696.91,268.23,110.47
e,1913.57,2098.8,185.23,216.66
p,2322.24,2512.78,190.55,223.44
a,2694.34,2874.11,179.77,181.55
s,3088.02,3321.1,233.07,213.92
s,3539.76,3726.71,186.96,218.66
w,3977.8,4167.74,189.94,251.09
o,4410.15,4639.8,229.64,242.41
r,4778.02,4981.92,203.9,138.23
d,5242.71,5449.88,207.16,260.8
1,5571.75,5763.03,191.28,121.87
2,5982.45,6232.35,249.9,219.43
3,6418.9,6651.78,232.88,186.54
