key,press_time,release_time,dwell_time,flight_time
s,0.0,116.85,116.85,0.0
e,230.21,353.16,122.95,113.36
c,467.17,558.53,91.36,114.02
u,666.92,814.72,147.8,108.39
r,967.52,1120.5,152.98,152.81
e,1250.48,1372.14,121.66,129.98
p,1496.93,1668.12,171.19,124.79
a,1798.82,1916.85,118.02,130.71
s,2035.61,2124.11,88.5,118.76
s,2270.72,2362.32,91.6,146.61
w,2510.72,2615.88,105.16,148.4
o,2765.52,2898.31,132.79,149.64
r,3054.33,3153.38,99.05,156.02
d,3313.51,3433.56,120.05,160.13
1,3559.26,3716.24,156.97,125.7
2,3890.55,4041.08,150.52,174.31
3,4182.54,4327.39,144.85,141.47
