key,press_time,release_time,dwell_time,flight_time
s,0.0,190.49,190.49,0.0
e,312.03,486.31,174.28,121.55
c,615.42,794.36,178.94,129.11
u,938.85,1144.94,206.09,144.49
r,1314.47,1470.0,155.53,169.53
e,1671.51,1921.44,249.93,201.51
p,2108.29,2455.25,346.96,186.85
a,2600.67,2831.23,230.57,145.42
s,3058.85,3168.48,109.63,227.62
s,3266.38,3334.05,67.66,97.9
w,3539.65,3712.4,172.75,205.6
o,3834.4,4033.02,198.62,122.01
r,4106.58,4340.2,233.62,73.56
d,4528.77,4648.51,119.74,188.58
1,4879.74,5086.61,206.87,231.23
2,5233.11,5526.24,293.13,146.5
3,5684.99,5931.84,246.85,158.75
