key,press_time,release_time,dwell_time,flight_time
s,0.0,247.02,247.02,0.0
e,388.38,487.68,99.3,141.36
c,608.22,711.74,103.52,120.54
u,909.02,1124.95,215.94,197.27
r,1291.32,1482.95,191.62,166.37
e,1611.39,1760.61,149.22,128.44
p,1925.21,2102.69,177.48,164.6
a,2362.1,2499.16,137.06,259.41
s,2646.58,2835.47,188.9,147.42
s,3024.15,3185.18,161.03,188.68
w,3315.31,3494.22,178.91,130.13
o,3623.43,3753.89,130.46,129.21
r,3823.75,3950.27,126.52,69.86
d,4143.57,4307.27,163.7,193.3
1,4482.01,4687.42,205.41,174.74
2,4788.74,4964.04,175.3,101.33
3,5184.7,5383.44,198.74,220.66
