key,press_time,release_time,dwell_time,flight_time
s,0.0,40.0,40.0,0.0
e,136.23,202.67,66.44,96.23
c,323.37,384.67,61.3,120.7
u,475.76,558.66,82.89,91.09
r,657.51,730.58,73.07,98.86
e,840.17,925.5,85.32,109.59
p,1001.38,1070.59,69.21,75.88
a,1132.91,1198.2,65.29,62.32
s,1288.03,1356.1,68.07,89.84
s,1430.14,1507.95,77.81,74.04
w,1587.59,1648.46,60.87,79.63
o,1731.24,1779.72,48.48,82.78
r,1834.24,1918.29,84.04,54.52
d,2008.88,2061.84,52.96,90.59
1,2151.12,2225.43,74.32,89.28
2,2306.94,2395.26,88.32,81.51
3,2470.08,2556.14,86.05,74.82
