key,press_time,release_time,dwell_time,flight_time
s,0.0,115.41,115.41,0.0
e,213.14,359.1,145.95,97.73
c,525.55,625.89,100.34,166.45
u,755.9,914.84,158.94,130.01
r,1074.68,1198.81,124.14,159.84
e,1331.86,1457.6,125.74,133.05
p,1593.07,1742.82,149.74,135.48
a,1874.1,1996.45,122.35,131.28
s,2156.43,2267.53,111.11,159.98
s,2354.8,2414.34,59.54,87.27
w,2558.33,2719.63,161.3,143.98
o,2853.74,2972.83,119.09,134.12
r,3129.28,3236.83,107.56,156.44
d,3391.58,3499.14,107.55,154.75
1,3671.65,3778.88,107.23,172.51
2,3921.9,4045.79,123.89,143.02
3,4195.0,4316.17,121.17,149.21
