key,press_time,release_time,dwell_time,flight_time
s,0.0,80.2,80.2,0.0
e,258.03,445.0,186.97,177.82
c,721.79,886.09,164.3,276.79
u,1048.52,1303.08,254.55,162.43
r,1489.28,1742.78,253.5,186.21
e,2001.96,2207.45,205.5,259.17
p,2369.39,2566.98,197.59,161.93
a,2796.92,2982.83,185.91,229.94
s,3209.02,3397.38,188.36,226.19
s,3709.71,3848.83,139.12,312.33
w,4091.98,4255.7,163.72,243.15
o,4392.22,4667.97,275.75,136.52
r,4895.08,5139.11,244.03,227.11
d,5355.42,5547.42,192.0,216.31
1,5714.21,5930.48,216.27,166.79
2,6164.23,6439.68,275.46,233.74
3,6631.73,6912.32,280.59,192.05
