key,press_time,release_time,dwell_time,flight_time
s,0.0,126.85,126.85,0.0
e,263.71,388.72,125.01,136.87
c,507.55,619.51,111.96,118.83
u,688.34,838.85,150.51,68.83
r,957.41,1085.15,127.74,118.56
e,1300.82,1411.56,110.74,215.68
p,1602.49,1760.54,158.05,190.93
a,1915.25,2083.14,167.9,154.71
s,2310.27,2444.01,133.73,227.13
s,2566.74,2690.91,124.16,122.73
w,2807.67,2950.02,142.35,116.77
o,3072.03,3213.93,141.9,122.01
r,3370.41,3519.72,149.31,156.48
d,3681.15,3791.06,109.91,161.43
1,3914.95,4109.29,194.34,123.89
2,4228.64,4349.6,120.96,119.35
3,4470.26,4660.31,190.05,120.66
