key,press_time,release_time,dwell_time,flight_time
s,0.0,135.41,135.41,0.0
e,221.12,364.13,143.01,85.7
c,475.15,676.57,201.42,111.02
u,783.85,915.03,131.18,107.28
r,1013.01,1158.82,145.81,97.98
e,1285.48,1397.77,112.29,126.66
p,1509.1,1679.15,170.05,111.33
a,1811.85,1952.08,140.23,132.69
s,2134.53,2269.79,135.27,182.45
s,2441.47,2559.38,117.91,171.68
w,2723.85,2986.67,262.81,164.47
o,3134.92,3262.83,127.91,148.25
r,3414.85,3557.36,142.5,152.03
d,3715.16,3901.14,185.98,157.81
1,4032.13,4256.39,224.26,130.99
2,4399.74,4563.09,163.36,143.34
3,4757.59,4955.53,197.94,194.49
