key,press_time,release_time,dwell_time,flight_time
s,0.0,67.6,67.6,0.0
e,134.27,174.27,40.0,66.67
c,267.47,330.23,62.76,93.2
u,430.3,487.7,57.41,100.07
r,557.97,623.97,66.0,70.27
e,693.28,769.09,75.81,69.31
p,837.52,907.43,69.91,68.43
a,973.0,1058.36,85.36,65.57
s,1125.14,1182.83,57.7,66.77
s,1275.14,1339.55,64.41,92.31
w,1422.75,1484.98,62.24,83.2
o,1587.9,1680.84,92.95,102.91
r,1744.53,1810.1,65.57,63.68
d,1906.23,1954.59,48.36,96.13
1,2028.3,2102.16,73.86,73.71
2,2162.48,2250.02,87.54,60.32
3,2313.61,2392.57,78.96,63.59
