key,press_time,release_time,dwell_time,flight_time
s,0.0,69.09,69.09,0.0
e,211.91,313.57,101.66,142.82
c,542.39,614.98,72.59,228.82
u,728.79,840.52,111.73,113.81
r,919.66,1026.25,106.6,79.14
e,1192.38,1334.69,142.31,166.13
p,1414.23,1543.97,129.73,79.54
a,1631.18,1718.25,87.07,87.21
s,1832.17,1938.53,106.36,113.92
s,2009.59,2117.9,108.31,71.06
w,2264.19,2364.51,100.32,146.29
o,2552.65,2684.74,132.09,188.14
r,2807.62,2948.56,140.94,122.88
d,3025.81,3174.89,149.08,77.25
1,3298.6,3431.58,132.98,123.71
2,3543.83,3703.57,159.74,112.25
3,3767.52,3935.61,168.09,63.96
