key,press_time,release_time,dwell_time,flight_time
s,0.0,130.64,130.64,0.0
e,244.93,360.97,116.04,114.28
c,530.0,640.02,110.02,169.03
u,714.89,845.46,130.57,74.87
r,995.26,1145.83,150.57,149.8
e,1287.8,1426.25,138.44,141.97
p,1540.37,1701.11,160.74,114.12
a,1819.68,1974.06,154.38,118.57
s,2161.5,2255.24,93.75,187.44
s,2438.74,2576.5,137.75,183.5
w,2797.97,2959.4,161.43,221.47
o,3122.64,3274.41,151.77,163.25
r,3391.98,3562.38,170.4,117.57
d,3749.58,3847.66,98.07,187.21
1,3996.58,4135.02,138.44,148.92
2,4311.76,4427.23,115.47,176.74
3,4552.05,4693.09,141.04,124.81
