key,press_time,release_time,dwell_time,flight_time
s,0.0,167.95,167.95,0.0
e,289.41,512.77,223.36,121.47
c,671.17,774.54,103.37,158.4
u,902.15,1064.6,162.45,127.61
r,1180.93,1382.94,202.01,116.33
e,1546.91,1760.04,213.12,163.97
p,1940.16,2118.41,178.25,180.12
a,2253.34,2417.68,164.34,134.93
s,2561.58,2685.06,123.48,143.9
s,2847.66,2973.55,125.9,162.6
w,3148.95,3318.6,169.65,175.4
o,3481.54,3635.85,154.31,162.94
r,3800.13,3926.8,126.67,164.28
d,4158.86,4295.18,136.32,232.06
1,4455.44,4614.4,158.96,160.26
2,4871.18,5004.57,133.39,256.78
3,5208.9,5411.28,202.38,204.33
