key,press_time,release_time,dwell_time,flight_time
s,0.0,92.53,92.53,0.0
e,252.88,322.18,69.3,160.35
c,436.64,630.58,193.94,114.45
u,883.24,1030.12,146.88,252.66
r,1181.01,1440.59,259.58,150.89
e,1465.59,1641.27,175.69,25.0
p,1839.26,2082.53,243.27,197.99
a,2258.16,2429.04,170.88,175.63
s,2638.46,2720.2,81.74,209.42
s,2904.97,3005.58,100.61,184.77
w,3113.66,3193.84,80.19,108.08
o,3351.63,3585.33,233.7,157.79
r,3786.24,3938.74,152.49,200.91
d,4144.92,4341.15,196.22,206.18
1,4388.66,4624.3,235.64,47.51
2,4733.37,4933.17,199.8,109.07
3,5116.73,5254.06,137.33,183.56
