key,press_time,release_time,dwell_time,flight_time
s,0.0,201.88,201.88,0.0
e,352.36,511.5,159.14,150.48
c,705.82,863.59,157.77,194.32
u,1044.72,1244.22,199.5,181.13
r,1424.79,1599.78,174.99,180.57
e,1716.12,1911.58,195.45,116.34
p,2026.87,2194.95,168.08,115.3
a,2331.54,2486.64,155.1,136.59
s,2629.44,2785.31,155.86,142.8
s,2913.89,3056.49,142.6,128.58
w,3164.12,3326.41,162.29,107.63
o,3477.02,3622.23,145.21,150.61
r,3828.99,3918.06,89.07,206.76
d,4091.69,4254.63,162.94,173.63
1,4477.05,4677.49,200.44,222.42
2,4783.77,4923.64,139.88,106.28
3,5084.04,5251.45,167.41,160.4
