key,press_time,release_time,dwell_time,flight_time
s,0.0,234.65,234.65,0.0
e,425.96,608.38,182.41,191.31
c,785.54,1028.12,242.58,177.17
u,1217.88,1367.08,149.2,189.76
r,1610.79,1806.5,195.71,243.72
e,1949.55,2118.05,168.51,143.04
p,2346.15,2671.62,325.47,228.1
a,2854.3,3116.82,262.51,182.68
s,3362.21,3531.29,169.08,245.4
s,3801.53,3936.62,135.09,270.24
w,4131.09,4331.45,200.36,194.47
o,4583.13,4799.6,216.47,251.68
r,4956.45,5127.4,170.94,156.86
d,5342.81,5583.11,240.3,215.42
1,5765.15,5965.56,200.4,182.04
2,6125.91,6409.9,283.99,160.35
3,6624.69,6815.75,191.06,214.79
