key,press_time,release_time,dwell_time,flight_time
s,0.0,122.03,122.03,0.0
e,258.12,383.69,125.56,136.09
c,508.41,617.94,109.53,124.72
u,794.73,910.46,115.73,176.79
r,1040.36,1177.13,136.77,129.9
e,1331.87,1469.46,137.59,154.74
p,1633.53,1788.5,154.97,164.08
a,1858.38,2022.57,164.19,69.88
s,2164.14,2297.23,133.09,141.58
s,2403.96,2536.64,132.68,106.73
w,2651.4,2729.03,77.62,114.77
o,2872.84,2998.64,125.8,143.81
r,3132.01,3251.23,119.22,133.37
d,3326.87,3460.12,133.25,75.63
1,3593.81,3774.7,180.89,133.69
2,3936.75,4070.05,133.3,162.05
3,4211.9,4397.15,185.24,141.85
