key,press_time,release_time,dwell_time,flight_time
s,0.0,67.21,67.21,0.0
e,163.98,247.56,83.58,96.77
c,392.38,466.36,73.98,144.82
u,587.3,659.98,72.68,120.94
r,782.99,873.96,90.98,123.01
e,970.39,1071.83,101.44,96.43
p,1188.61,1268.06,79.45,116.78
a,1327.28,1418.71,91.42,59.22
s,1531.58,1630.84,99.27,112.87
s,1728.78,1812.42,83.64,97.93
w,1867.5,1984.21,116.71,55.09
o,2113.33,2195.24,81.92,129.12
r,2324.67,2413.73,89.06,129.42
d,2538.26,2609.66,71.4,124.53
1,2699.57,2780.21,80.64,89.91
2,2892.64,2997.54,104.9,112.43
3,3125.17,3257.72,132.55,127.63
