key,press_time,release_time,dwell_time,flight_time
s,0.0,135.64,135.64,0.0
e,216.87,328.74,111.87,81.23
c,463.04,581.58,118.53,134.31
u,767.71,900.12,132.41,186.14
r,1069.03,1200.86,131.83,168.9
e,1317.75,1475.45,157.7,116.89
p,1671.16,1836.0,164.83,195.72
a,1975.42,2082.62,107.2,139.42
s,2171.02,2294.57,123.55,88.4
s,2507.15,2636.21,129.06,212.58
w,2794.99,2930.56,135.57,158.78
o,3047.22,3109.24,62.01,116.66
r,3208.42,3352.41,143.99,99.18
d,3433.31,3556.05,122.74,80.9
1,3742.53,3859.44,116.91,186.48
2,3993.72,4142.99,149.27,134.28
3,4285.79,4464.85,179.06,142.8
