key,press_time,release_time,dwell_time,flight_time
s,0.0,71.67,71.67,0.0
e,159.59,307.33,147.74,87.91
c,447.55,584.59,137.04,140.22
u,773.11,823.3,50.2,188.51
r,1004.35,1150.49,146.14,181.04
e,1263.68,1437.26,173.58,113.19
p,1625.57,1792.79,167.22,188.31
a,1983.52,2118.5,134.99,190.72
s,2238.21,2356.92,118.71,119.71
s,2546.25,2644.02,97.77,189.33
w,2765.53,2903.4,137.87,121.5
o,3036.29,3160.63,124.34,132.9
r,3369.67,3575.84,206.17,209.04
d,3725.08,3884.27,159.19,149.23
1,4028.47,4199.98,171.51,144.2
2,4401.07,4573.61,172.55,201.09
3,4668.77,4855.1,186.33,95.16
