key,press_time,release_time,dwell_time,flight_time
s,0.0,77.94,77.94,0.0
e,210.01,291.29,81.28,132.07
c,358.49,474.95,116.45,67.2
u,572.78,629.61,56.83,97.84
r,737.54,840.63,103.08,107.94
e,942.15,1039.4,97.25,101.52
p,1159.99,1256.57,96.58,120.59
a,1311.9,1406.41,94.5,55.34
s,1552.63,1611.84,59.22,146.22
s,1711.12,1814.36,103.24,99.28
w,1907.13,2012.14,105.01,92.77
o,2119.51,2187.75,68.24,107.38
r,2284.29,2368.84,84.55,96.54
d,2471.82,2546.28,74.46,102.98
1,2621.96,2723.4,101.44,75.68
2,2827.57,2940.02,112.44,104.17
3,3063.59,3182.76,119.17,123.57
