key,press_time,release_time,dwell_time,flight_time
s,0.0,71.21,71.21,0.0
e,191.65,231.65,40.0,120.44
c,324.81,404.71,79.9,93.16
u,514.17,611.29,97.12,109.45
r,672.03,780.99,108.95,60.75
e,917.78,979.92,62.14,136.79
p,1048.73,1117.74,69.01,68.81
a,1208.0,1275.43,67.44,90.25
s,1346.77,1406.07,59.29,71.34
s,1588.19,1701.44,113.25,182.13
w,1801.12,1926.25,125.13,99.68
o,2036.72,2119.23,82.51,110.46
r,2185.25,2284.4,99.15,66.03
d,2386.16,2449.97,63.8,101.76
1,2558.12,2647.47,89.36,108.15
2,2729.04,2820.6,91.56,81.57
3,2898.03,2992.69,94.66,77.43
