key,press_time,release_time,dwell_time,flight_time
s,0.0,159.07,159.07,0.0
e,346.9,587.75,240.85,187.83
c,790.05,904.81,114.77,202.3
u,1085.98,1219.37,133.39,181.17
r,1563.42,1733.66,170.24,344.05
e,1885.75,2072.56,186.81,152.09
p,2248.85,2439.03,190.18,176.29
a,2543.61,2684.65,141.04,104.57
s,2871.16,3010.37,139.21,186.51
s,3275.76,3410.77,135.0,265.4
w,3543.66,3727.56,183.9,132.89
o,3922.01,4077.4,155.38,194.46
r,4335.48,4466.83,131.35,258.08
d,4545.38,4740.82,195.44,78.56
1,4969.92,5156.15,186.23,229.1
2,5396.89,5542.32,145.43,240.73
3,5717.04,5872.48,155.43,174.72
