key,press_time,release_time,dwell_time,flight_time
s,0.0,171.88,171.88,0.0
e,320.65,447.23,126.57,148.77
c,635.66,777.25,141.58,188.44
u,898.4,1054.84,156.44,121.15
r,1252.74,1411.64,158.9,197.9
e,1686.53,1946.16,259.63,274.89
p,2106.15,2363.4,257.25,159.99
a,2631.07,2812.35,181.28,267.66
s,2979.88,3173.31,193.43,167.53
s,3249.16,3388.15,138.99,75.84
w,3609.91,3804.2,194.29,221.76
o,3990.05,4152.19,162.14,185.85
r,4330.43,4497.71,167.28,178.24
d,4650.96,4812.67,161.7,153.25
1,5023.95,5214.36,190.41,211.28
2,5385.66,5591.59,205.93,171.3
3,5689.45,5948.82,259.37,97.86
