key,press_time,release_time,dwell_time,flight_time
s,0.0,40.86,40.86,0.0
e,118.51,201.21,82.7,77.65
c,281.39,364.81,83.43,80.18
u,475.49,551.48,75.99,110.68
r,618.01,681.11,63.1,66.53
e,782.08,848.47,66.39,100.98
p,913.29,979.89,66.6,64.82
a,1044.27,1121.71,77.44,64.38
s,1191.75,1251.1,59.35,70.04
s,1313.76,1361.6,47.84,62.66
w,1436.64,1511.86,75.21,75.04
o,1564.4,1642.47,78.07,52.54
r,1707.06,1789.54,82.48,64.59
d,1862.82,1913.18,50.36,73.28
1,2000.66,2100.82,100.16,87.49
2,2179.9,2276.47,96.57,79.08
3,2384.53,2460.01,75.48,108.06
