key,press_time,release_time,dwell_time,flight_time
s,0.0,99.53,99.53,0.0
e,168.01,266.56,98.55,68.49
c,415.69,564.4,148.71,149.13
u,671.58,809.32,137.75,107.18
r,902.05,1012.96,110.91,92.73
e,1129.21,1229.49,100.29,116.24
p,1395.63,1486.34,90.71,166.14
a,1612.96,1707.68,94.72,126.63
s,1963.38,2073.01,109.63,255.7
s,2179.92,2312.25,132.34,106.91
w,2431.43,2560.36,128.93,119.18
o,2716.71,2839.26,122.55,156.35
r,2920.73,3030.66,109.93,81.47
d,3148.65,3245.94,97.3,117.99
1,3371.99,3521.58,149.59,126.04
2,3632.88,3750.7,117.82,111.3
3,3808.84,3879.88,71.04,58.14
