key,press_time,release_time,dwell_time,flight_time
s,0.0,88.09,88.09,0.0
e,178.79,267.47,88.68,90.7
c,356.47,480.89,124.41,89.0
u,563.06,646.17,83.11,82.17
r,744.68,830.95,86.27,98.51
e,966.85,1046.14,79.28,135.9
p,1139.38,1239.71,100.33,93.24
a,1358.72,1443.67,84.95,119.01
s,1540.21,1601.4,61.19,96.54
s,1677.18,1770.17,92.99,75.78
w,1928.78,2025.24,96.46,158.61
o,2169.93,2271.22,101.29,144.68
r,2359.08,2430.02,70.94,87.86
d,2533.03,2598.85,65.82,103.01
1,2694.79,2759.87,65.07,95.94
2,2837.57,2957.83,120.27,77.7
3,3128.06,3282.8,154.75,170.22
