key,press_time,release_time,dwell_time,flight_time
s,0.0,56.17,56.17,0.0
e,113.83,175.74,61.91,57.66
c,270.5,355.67,85.17,94.76
u,423.89,481.03,57.14,68.22
r,530.29,618.32,88.03,49.26
e,705.34,776.54,71.2,87.02
p,882.12,948.37,66.25,105.58
a,1046.88,1093.32,46.44,98.51
s,1154.17,1203.52,49.35,60.85
s,1274.05,1335.47,61.42,70.53
w,1439.95,1511.37,71.42,104.48
o,1585.08,1653.77,68.69,73.7
r,1729.79,1794.65,64.86,76.02
d,1853.9,1923.43,69.53,59.25
1,2020.38,2116.89,96.51,96.94
2,2210.4,2285.98,75.58,93.51
3,2343.37,2414.62,71.25,57.39
