key,press_time,release_time,dwell_time,flight_time
s,0.0,74.68,74.68,0.0
e,226.93,339.8,112.87,152.25
c,442.46,610.1,167.64,102.66
u,753.33,840.93,87.6,143.23
r,988.72,1053.56,64.84,147.79
e,1145.06,1275.21,130.15,91.51
p,1392.12,1541.45,149.33,116.91
a,1643.0,1767.23,124.23,101.55
s,1905.91,1995.21,89.3,138.68
s,2137.69,2200.39,62.71,142.48
w,2370.73,2478.92,108.18,170.34
o,2608.37,2700.15,91.79,129.45
r,2808.61,2929.89,121.28,108.45
d,3042.53,3174.29,131.76,112.64
1,3292.63,3400.7,108.07,118.33
2,3549.53,3663.03,113.5,148.83
3,3831.63,3917.03,85.4,168.6
