key,press_time,release_time,dwell_time,flight_time
s,0.0,117.73,117.73,0.0
e,265.83,422.62,156.79,148.1
c,575.54,665.59,90.05,152.92
u,832.1,929.9,97.8,166.51
r,1114.05,1251.6,137.55,184.15
e,1507.23,1637.28,130.04,255.63
p,1812.54,1947.84,135.3,175.27
a,2177.37,2289.01,111.64,229.52
s,2405.45,2560.34,154.89,116.43
s,2727.14,2820.73,93.59,166.8
w,2974.54,3083.08,108.54,153.81
o,3251.12,3331.16,80.04,168.04
r,3517.1,3688.02,170.92,185.93
d,3897.26,4038.51,141.25,209.25
1,4123.35,4338.92,215.57,84.84
2,4552.89,4746.03,193.13,213.97
3,4911.48,5118.95,207.47,165.46
