key,press_time,release_time,dwell_time,flight_time
s,0.0,144.32,144.32,0.0
e,286.66,351.49,64.83,142.34
c,470.73,615.45,144.72,119.24
u,777.64,941.71,164.07,162.18
r,1007.04,1105.12,98.09,65.33
e,1133.68,1394.87,261.2,28.55
p,1489.93,1631.5,141.57,95.06
a,1909.63,2173.27,263.64,278.14
s,2234.2,2320.66,86.46,60.93
s,2490.64,2690.14,199.5,169.98
w,2849.54,2889.54,40.0,159.39
o,3023.07,3126.02,102.95,133.53
r,3170.95,3262.02,91.07,44.93
d,3428.9,3557.46,128.55,166.88
1,3771.32,3894.8,123.48,213.86
2,3947.4,4124.76,177.36,52.6
3,4376.5,4553.05,176.56,251.74
