key,press_time,release_time,dwell_time,flight_time
s,0.0,115.04,115.04,0.0
e,236.04,355.54,119.51,121.0
c,485.23,647.8,162.56,129.69
u,767.73,900.14,132.41,119.93
r,999.86,1126.67,126.81,99.72
e,1233.32,1347.75,114.43,106.65
p,1473.35,1648.44,175.09,125.6
a,1737.55,1879.79,142.25,89.11
s,2003.89,2157.38,153.49,124.09
s,2270.63,2391.92,121.29,113.25
w,2474.8,2619.88,145.08,82.88
o,2728.09,2878.19,150.1,108.21
r,2996.6,3111.42,114.81,118.41
d,3218.38,3321.47,103.09,106.96
1,3444.2,3529.26,85.06,122.72
2,3635.01,3788.85,153.84,105.75
3,3877.7,4037.21,159.5,88.85
