key,press_time,release_time,dwell_time,flight_time
s,0.0,102.03,102.03,0.0
e,179.81,240.92,61.1,77.79
c,314.56,395.05,80.49,73.64
u,502.0,620.59,118.58,106.96
r,691.91,794.75,102.84,71.32
e,856.02,944.67,88.65,61.27
p,1046.11,1154.04,107.93,101.44
a,1239.04,1298.44,59.4,85.0
s,1415.64,1498.07,82.43,117.2
s,1587.88,1634.58,46.7,89.81
w,1723.32,1788.29,64.97,88.74
o,1941.71,2047.38,105.67,153.43
r,2160.65,2237.85,77.21,113.26
d,2344.74,2395.06,50.31,106.89
1,2499.42,2611.76,112.34,104.37
2,2703.03,2807.17,104.14,91.27
3,2895.61,3001.72,106.11,88.44
