key,press_time,release_time,dwell_time,flight_time
s,0.0,247.63,247.63,0.0
e,385.04,688.29,303.25,137.41
c,837.03,994.91,157.88,148.73
u,1151.29,1382.06,230.78,156.38
r,1590.76,1740.51,149.74,208.7
e,1905.0,2140.28,235.28,164.49
p,2369.03,2546.26,177.23,228.75
a,2685.2,2943.81,258.61,138.94
s,3133.02,3392.47,259.45,189.21
s,3508.59,3763.42,254.83,116.13
w,3923.96,4136.53,212.57,160.53
o,4300.8,4513.66,212.87,164.27
r,4704.82,4994.38,289.56,191.15
d,5214.97,5362.36,147.4,220.59
1,5493.66,5696.77,203.11,131.29
2,5848.0,6029.71,181.71,151.23
3,6211.73,6385.16,173.42,182.02
