key,press_time,release_time,dwell_time,flight_time
s,0.0,145.54,145.54,0.0
e,259.91,334.31,74.4,114.37
c,464.47,579.38,114.91,130.16
u,790.21,887.62,97.41,210.83
r,912.62,1064.73,152.11,25.0
e,1318.84,1435.1,116.26,254.11
p,1533.96,1721.41,187.45,98.87
a,1902.85,2055.73,152.88,181.44
s,2080.73,2224.02,143.29,25.0
s,2600.1,2853.97,253.87,376.08
w,2916.28,3061.55,145.27,62.31
o,3229.48,3379.59,150.1,167.94
r,3469.34,3593.92,124.57,89.76
d,3696.78,3736.78,40.0,102.86
1,3843.44,3942.19,98.75,106.67
2,4054.3,4231.71,177.41,112.11
3,4403.59,4665.58,261.99,171.88
