key,press_time,release_time,dwell_time,flight_time
s,0.0,61.87,61.87,0.0
e,162.74,270.25,107.52,100.86
c,395.85,476.48,80.62,125.6
u,566.82,661.65,94.83,90.34
r,765.02,841.54,76.52,103.37
e,903.11,993.37,90.26,61.57
p,1055.23,1126.65,71.42,61.86
a,1222.4,1329.26,106.86,95.75
s,1418.94,1471.56,52.62,89.68
s,1551.96,1618.08,66.12,80.4
w,1667.07,1763.51,96.44,48.99
o,1899.89,1939.89,40.0,136.38
r,2045.1,2124.99,79.89,105.2
d,2229.38,2295.55,66.18,104.39
1,2373.06,2509.86,136.8,77.51
2,2588.14,2711.61,123.47,78.28
3,2829.46,2950.74,121.29,117.85
