key,press_time,release_time,dwell_time,flight_time
s,0.0,48.11,48.11,0.0
e,140.18,222.72,82.54,92.08
c,318.8,406.13,87.33,96.08
u,491.8,560.52,68.72,85.66
r,656.83,731.16,74.33,96.3
e,808.93,889.83,80.89,77.78
p,983.93,1079.08,95.15,94.1
a,1165.69,1232.47,66.78,86.61
s,1301.56,1395.76,94.2,69.09
s,1489.95,1544.31,54.36,94.18
w,1676.11,1760.21,84.1,131.8
o,1840.05,1893.04,52.99,79.84
r,1980.99,2036.89,55.9,87.95
d,2109.37,2163.98,54.62,72.48
1,2306.05,2396.77,90.72,142.07
2,2472.04,2565.76,93.72,75.27
3,2652.67,2709.42,56.75,86.91
