key,press_time,release_time,dwell_time,flight_time
s,0.0,63.19,63.19,0.0
e,147.5,211.58,64.08,84.32
c,330.21,451.5,121.29,118.63
u,533.14,643.51,110.37,81.65
r,734.5,814.87,80.37,90.99
e,947.84,1022.97,75.14,132.97
p,1107.0,1196.66,89.65,84.03
a,1255.81,1348.11,92.3,59.16
s,1432.74,1495.71,62.98,84.63
s,1567.13,1665.32,98.2,71.41
w,1779.91,1873.84,93.93,114.59
o,1959.48,2059.73,100.25,85.64
r,2111.42,2204.66,93.25,51.69
d,2302.91,2402.26,99.35,98.25
1,2517.7,2622.99,105.29,115.44
2,2749.44,2840.17,90.73,126.45
3,2908.06,2983.04,74.97,67.9
