key,press_time,release_time,dwell_time,flight_time
s,0.0,89.71,89.71,0.0
e,185.69,325.69,140.0,95.98
c,435.4,506.86,71.46,109.71
u,674.51,760.71,86.2,167.66
r,831.8,935.11,103.32,71.08
e,1065.62,1133.32,67.7,130.51
p,1319.31,1414.12,94.81,186.0
a,1560.67,1686.75,126.08,146.55
s,1821.81,1909.24,87.44,135.06
s,2031.51,2123.67,92.16,122.27
w,2219.57,2316.11,96.55,95.89
o,2458.99,2582.57,123.58,142.88
r,2710.1,2811.33,101.23,127.53
d,2946.83,3040.54,93.71,135.5
1,3154.84,3237.02,82.18,114.3
2,3278.04,3383.58,105.54,41.02
3,3528.23,3658.05,129.83,144.65
