key,press_time,release_time,dwell_time,flight_time
s,0.0,108.94,108.94,0.0
e,293.02,394.97,101.95,184.09
c,649.42,697.98,48.56,254.45
u,810.02,850.02,40.0,112.04
r,944.75,1138.62,193.87,94.73
e,1232.14,1374.73,142.6,93.52
p,1445.25,1544.54,99.29,70.51
a,1667.31,1904.14,236.83,122.77
s,1993.81,2252.61,258.8,89.67
s,2277.61,2412.14,134.53,25.0
w,2506.85,2617.88,111.03,94.71
o,2776.97,2863.84,86.87,159.09
r,3013.48,3138.49,125.01,149.64
d,3197.85,3315.34,117.49,59.36
1,3340.34,3508.56,168.21,25.0
2,3569.92,3789.96,220.04,61.37
3,3951.67,4094.41,142.73,161.71
