key,press_time,release_time,dwell_time,flight_time
s,0.0,58.67,58.67,0.0
e,125.42,228.09,102.67,66.75
c,343.91,417.96,74.04,115.82
u,499.48,602.65,103.16,81.53
r,705.72,810.74,105.02,103.08
e,911.7,1038.06,126.35,100.96
p,1105.39,1207.78,102.39,67.33
a,1338.71,1435.69,96.98,130.93
s,1558.1,1660.35,102.25,122.41
s,1726.23,1814.95,88.72,65.88
w,1918.39,1981.34,62.95,103.44
o,2061.78,2139.77,77.99,80.44
r,2260.65,2360.65,100.0,120.88
d,2464.02,2546.81,82.79,103.37
1,2656.28,2750.98,94.7,109.47
2,2856.8,2941.44,84.64,105.82
3,3007.95,3114.89,106.94,66.51
