key,press_time,release_time,dwell_time,flight_time
s,0.0,93.92,93.92,0.0
e,254.83,339.95,85.12,160.91
c,443.63,561.31,117.68,103.68
u,692.98,819.98,127.0,131.67
r,929.19,1039.48,110.28,109.22
e,1167.4,1326.22,158.83,127.92
p,1488.16,1587.81,99.65,161.93
a,1703.84,1829.19,125.35,116.03
s,1996.54,2136.54,140.0,167.35
s,2284.9,2411.93,127.03,148.36
w,2573.31,2695.85,122.54,161.38
o,2797.96,2950.22,152.26,102.11
r,3085.79,3219.02,133.22,135.58
d,3394.12,3494.71,100.59,175.1
1,3614.32,3795.02,180.7,119.61
2,3940.63,4116.92,176.3,145.61
3,4250.73,4371.58,120.85,133.81
