key,press_time,release_time,dwell_time,flight_time
s,0.0,194.16,194.16,0.0
e,349.04,479.03,129.99,154.88
c,675.77,869.64,193.87,196.74
u,1117.09,1352.23,235.14,247.45
r,1584.71,1730.63,145.91,232.48
e,1968.97,2146.23,177.26,238.34
p,2313.13,2436.31,123.18,166.9
a,2616.86,2761.39,144.53,180.55
s,3041.58,3163.0,121.42,280.18
s,3433.13,3548.25,115.11,270.13
w,3779.89,3935.46,155.56,231.65
o,4148.67,4279.01,130.34,213.21
r,4494.8,4641.32,146.52,215.79
d,4876.61,5076.07,199.46,235.29
1,5339.04,5559.9,220.85,262.97
2,5824.1,6037.37,213.27,264.21
3,6290.35,6538.0,247.65,252.98
